path,name,kind,written_in,screen,language,encoding,runs,run_note,description,source,disks,sha256
programs/basic/KOMETS.BAS,KOMETS.BAS,source,,,,,,,"«Кометы»: five streaks fly left and ten fly right across the 640x200 hi-res screen forever, erased with REVERS behind them - a demo, no controls",read from the source 2026-09-05,2,ab106482ddb9ea6036b4d7e75612b7934d679da95cbd58142e89190d2c6dbe02
programs/basic/KWG.BAS,KWG.BAS,source,,,en,ascii,,,"Plots a parabola Y=X^2 in a character grid 80x25 drawn with text symbols (axes at column 40 / row 13), scaled by an entered factor",read 2026-09-06,3,2e81f7357a311ec880212a9ede84a95b355830a5d48eb939250ef224834fa2db
programs/basic/LAM.BAS,LAM.BAS,source,,,ru,koi8-r,,,"«Пример цепочки программ, построения изображения и вывода звука» - a BASIC demo: draws a figure with LINE chains, then sound; a chained-programs example",read 2026-09-06,2,db7427607266b6efb9ee94c51d22d6fc11f5e69e56e84a92887e293bb1c89c87
programs/basic/LAMBAD.BAS,LAMBAD.BAS,source,,,,,,,«Ламбада» played through SOUND: 129 note-duration pairs in DATA statements,read 2026-09-06,6,3d0dc29449d0a3e3a4e1e5406dd193233169803aca1b778a6228010b816b3c16
programs/basic/LINES.BAS,LINES.BAS,source,,,,,,,Asks a number L and draws L fans of lines across the screen - a LINE exercise,read 2026-09-06,3,42745204c9131bb29a83ab6a3a71797474f458da20f530bf88458915bafe30de
programs/basic/LTR.BAS,LTR.BAS,source,,,ru,koi8-r,,,"«Пример управления печатающим устройством»: sends ESC sequences to the printer (LPRINT) - condensed print, character set select, a defined character - a printer-control example",read 2026-09-06,4,490b63f74db145b66897a3c880ed955165aeba2548c32272157ea459d04e84f4
programs/basic/MASDIA.BAS,MASDIA.BAS,source,,,en,ascii,,,"Reads an M x N matrix from the keyboard, sums the elements along its main diagonal (scaled when M and N differ), replaces the ones with the sum and prints the matrix",read 2026-09-06,2,b81e0c6c66fa60eae6b80eb61e2174dd5a1ce23f9de4ce9993f6cb35b985d61e
programs/basic/MATEMA.BAS,MATEMA.BAS,source,,,,,,,"Four little sums printed in a row («В первой=», «Во второй=»…): squares 1..20 and the like - a first exercise in loops",read 2026-09-06,1,39ff782cdd949f0d8f97f3ba3ca61c3b5acab332aeb6b41eae400f7d4b18552b
programs/basic/MATR4.BAS,MATR4.BAS,source,,,,,,,"Fills a 6x6 table with random numbers, prints it, bubble-sorts the 36 values and prints them again as a table",read 2026-09-06,3,b68cf740273c49430da37da6f54079a9b2f8265fa664764eefb72bebf92a4260
programs/basic/MAYATN.BAS,MAYATN.BAS,source,,,,,,,"A pendulum: a line swinging from a pivot at the top of the screen, a SOUND of rising pitch at every step - twelve lines",read 2026-09-06,2,a882815d0c9cabd742f274a9983d2d522b075c3bfcc1f5c985a4ea1fe0b462e6
programs/basic/NUMBER.BAS,NUMBER.BAS,source,,,,,,,"«Угадай число от 1 до 1000 за минимум попыток» - the guessing game: перелёт / недолёт, counts the tries, «ОГО!!!» for a lucky one",read 2026-09-06,1,1e7f086ac152e909c4fe01a60940dbad5deb566eb5d18336358c6c80c175ab01
programs/basic/OBJEM.BAS,OBJEM.BAS,source,,,ru+en,koi8-r,,,"«Программа рисует объёмную фигуру по указанным координатам»: 3-D bars of given height, length and width, a bar chart with a title - a business-graphics exercise",read 2026-09-06,1,ac46ffa5c802df7eed344dbdeae59e4a528ae12cb8030a86bc518ac655ad0e06
programs/basic/PIF.BAS,PIF.BAS,source,,,,,,,Prints the multiplication table 1..9 as a ruled grid - «Пифагорова таблица»,read 2026-09-06,2,8760843ce94ab66e604c48aef8542a2cecf1073e77182f235b0ef71788a24640
programs/basic/PRAW.BAC,PRAW.BAC,data,,,ru,koi8-r,,,"A road-signs test in БЕЙСИК-ОМЕГА, stored in the interpreter's COMPILEd internal form (.BAC, header «издание 1-01а»): shows its title screen PRAW.SCR, offers the instructions («проверить уровень знаний по правилам дорожного движения путем решения перфокарт»), then draws road signs - triangles, circles, rectangles - one after another with four answers each (въезд запрещен, уступи дорогу, крутой спуск, велосипедная дорожка, обгон запрещен...), fourteen questions, and prints the grade («Вы прошли тест и получили следующую оценку»).  Proved live: R BASICO, RUN PRAW.BAC starts it",strings of the file + a live run under BASICO 2026-09-06,2,169e0a8ae2272eb3cf249ed63bb76b249bd563d2c07114194e133933cae1acb2
programs/basic/PRAW.SCR,PRAW.SCR,data,,,,,,,"Screen dump (16384 bytes = the whole video RAM, 320x200 colour): the title screen «Правила Дорожного Движения (дорожные знаки)» in red/yellow/green/blue letters on a brick-and-signs background - loaded by the road-signs test PRAW.BAC beside it",rendered on the host 2026-09-06; PRAW.BAC strings and a live run,2,8ac5c277d31d79319be630488a3795829bdf9530f5d85f595263782f6523659a
programs/basic/PRFIL.BAS,PRFIL.BAS,source,,,en,ascii,,,"Asks a file name and prints the file line by line to the screen, with ON ERROR handling for a missing file",read 2026-09-06,1,05583b95707cda0e32a7ed153aa642bed535a15433aa2183c992055c5cf37ef6
programs/basic/PRIM.BAS,PRIM.BAS,source,,,en,ascii,,,Counts the words in an entered sentence («В предложении … слов») and defines FNY(J)=J^2 - two small exercises in one file,read 2026-09-06,1,b029fdfad4b1d5b48c1f511e6ec028461394ba55e31878e0a0b0c44e97d856c7
programs/basic/PROST.BAS,PROST.BAS,source,,,ru,koi8-r,,,"«Таблица простых чисел от 1 до» a given bound (<1000), by trial division, with input checking",read 2026-09-06,2,2fcae2dd8d76b5767ec607b0d620a5362d02897e2834f6d7d4993296ed38e722
programs/basic/PROST2.BAS,PROST2.BAS,source,,,,,,,Prints the primes up to 100 by counting divisors - seven lines,read 2026-09-06,2,3135a83632f7413adc066efd27807bb1e206f67532960fefa90748b81e3a8a67
programs/basic/RENDOC.BAS,RENDOC.BAS,source,,,,,,,"A recoder that sat on the collector's disk3 as REN.BAS - not his, and renamed here so that his own REN.BAS (in programs/vvv/) keeps the name: reads DZ2:EXPRES.DOC and writes DZ2:EXPR2.DOC, passing digits, punctuation and CR through and moving every other code up by 128 - KOI-7 Cyrillic to KOI-8",,2,9003a7658ba86a2bcd465bddb5e3c206f3e92b84e0d94abe8dfc6f6c3efe247c
programs/basic/SIN.BAS,SIN.BAS,source,,,,,,,Draws a framed 100x100 box and a sine curve inside it with PSET,read 2026-09-06,1,0585047dafe0ba5f4ea1bbafada079238d3202c72b784e951accbb549a87dc27
programs/basic/SMES.BAS,SMES.BAS,source,,,ru,koi8-r,,,«Смесь» (a REM says from IBM PC BASIC): asks a division factor and draws random circles and lines - a graphics mix,read 2026-09-06,1,75156d579405b863d00af8c45409bb5ebe905263ef67824d004c884091b4e3b5
programs/basic/STARS.BAS,STARS.BAS,source,,,,,,,"Starfield: ten stars drift left and ten right across the 320x200 screen forever (PSET, erased with REVERS) - a demo, no controls",read from the source 2026-09-05,2,1d4c7f96af2314e491d986dea9d58d684af330dc0ad8efea548a9f5cea0a6974
programs/basic/STREET.BAS,STREET.BAS,source,,,,,,,Draws a street in perspective - rows of houses as rectangles receding with a step - LINE exercise,read 2026-09-06,2,d77bca2c76a7e5cda82a4caa965bc1ee52700959b2f3027df04ec35e859e7e37
programs/basic/SUNSY1.BAS,SUNSY1.BAS,source,,,,,,,"«Солнечная система» with the keyboard: nine planets on their orbits (radii in DATA), the planets filled with PAINT, the animation driven while the keyboard flag at 177440 is polled",read 2026-09-06,2,43c6dcbf06bd5383c8036ca59f25ffd4456dbcf05d62acb1ccf45ae82d74a022
programs/basic/SUNSYS.BAS,SUNSYS.BAS,source,,,,,,,"«Солнечная система»: nine planets circling on orbits whose radii are in a DATA line, drawn with CIRCLE and PSET in the wide graphics mode",read 2026-09-06,2,f4026ba68620b964bc49ed6bc3043f254faf462ff52f4bbd4dc9d08f2bf69a51
programs/basic/UMN.BAS,UMN.BAS,source,,,,,,,"BASIC demo: prints the multiplication table three ways - a 9x9 grid, per-row listings 1..3 x 1..9, and columns 2..5 x 1..9",read from the source 2026-09-06,1,27aacdbd1c88a0721b9c8cf1cc20d7e52a5323c1457db7c9d5c6acca565c1d3c
programs/basic/VID2.BAS,VID2.BAS,source,,,,,,,Plots a curve from a parametric sweep (T from 40.96 to 61.36) and pokes the video registers 177740/177746 - a video-mode experiment,read 2026-09-06,2,88d36036b30871923d8ab304fd0f710be0b1a5f658729a17680b04954ff2823c
programs/basic/VIDEO.BAS,VIDEO.BAS,source,,,,,,,"Plots a curve from a parametric sweep (T from 40 to 60), ten lines",read 2026-09-06,2,8841176d8fa29e7ed1aa06dc4ad935ac59c15b7fc10225e0f62e24e8b412a08b
programs/basic/VIDEO2.BAS,VIDEO2.BAS,source,,,,,,,The same parametric curve as VIDEO.BAS with a finer step,read 2026-09-06,2,5d774f31ab242c80b8aa5a08f75a992c021a56f063e51a984579ddbe55b5ca1b
programs/basic/WATCH.BAS,WATCH.BAS,source,,,,,,,"An analog clock face: sixty ticks around an ellipse, hands drawn from TIME - redrawn every second",read 2026-09-06,2,79f1c40f2db21b25e6e9087989b8c2b5942d284324f93f443b6f64f3184e6498
programs/basic/ZAPK.BAS,ZAPK.BAS,source,,,en,ascii,,,"«Записная книжка»: a phone book kept in NAMES.DAT / TELEPH.ONE - record, read by the first letter of the surname, exit",read 2026-09-06,1,9621ea012d59db7993e89b81296b8cd73b116589680f3de8992b7c58aecae99d
programs/covox/100.PR,100.PR,data,,,,,,,"100.PR - an 8-bit recording in the format of VLAD & ALEX's players LD1/LOAD: 8192 words, one sample in the low byte of each (the high byte zero), about two seconds at 4 kHz (at 8 kHz it plays twice too fast) - from disk 066 beside 9.PRG; decodes to sound on the host",byte layout compared with 9.PRG/TLF.PRG 2026-09-06; decoded to WAV,1,754df60bc9f78a3c394c685ec17b133bdbcd1f82e877769c95901612891b4977
programs/covox/101.PR,101.PR,data,,,,,,,"101.PR - an 8-bit recording in the format of VLAD & ALEX's players LD1/LOAD: 8192 words, one sample in the low byte of each (the high byte zero), about two seconds at 4 kHz (at 8 kHz it plays twice too fast) - from disk 066 beside 9.PRG; decodes to sound on the host",byte layout compared with 9.PRG/TLF.PRG 2026-09-06; decoded to WAV,1,a302685ba76d255a148c5bfeb8c3eeccf1ce40b5b096234c6901cefae51cc9e3
programs/covox/102.PR,102.PR,data,,,,,,,"102.PR - an 8-bit recording in the format of VLAD & ALEX's players LD1/LOAD: 8192 words, one sample in the low byte of each (the high byte zero), about two seconds at 4 kHz (at 8 kHz it plays twice too fast) - from disk 066 beside 9.PRG; decodes to sound on the host",byte layout compared with 9.PRG/TLF.PRG 2026-09-06; decoded to WAV,1,f0e70783178d309b48dc0ce81e1f6d5e9bad9abdbc93aa2c6d312ae8fda5c4f7
programs/covox/103.PR,103.PR,data,,,,,,,"103.PR - an 8-bit recording in the format of VLAD & ALEX's players LD1/LOAD: 8192 words, one sample in the low byte of each (the high byte zero), about two seconds at 4 kHz (at 8 kHz it plays twice too fast) - from disk 066 beside 9.PRG; decodes to sound on the host",byte layout compared with 9.PRG/TLF.PRG 2026-09-06; decoded to WAV,1,6da64e3751692694eb88b27d55c372eb81c0e24216cc32ed2f4bf058fa2bfcd3
programs/covox/105.PR,105.PR,data,,,,,,,"105.PR - an 8-bit recording in the format of VLAD & ALEX's players LD1/LOAD: 8192 words, one sample in the low byte of each (the high byte zero), about two seconds at 4 kHz (at 8 kHz it plays twice too fast) - from disk 066 beside 9.PRG; decodes to sound on the host",byte layout compared with 9.PRG/TLF.PRG 2026-09-06; decoded to WAV,1,f51d3c7ce517e435ab827ce7abbbad5bc9bd9436fefa0dc51159bbd10f86bfe2
programs/covox/106.PR,106.PR,data,,,,,,,"106.PR - an 8-bit recording in the format of VLAD & ALEX's players LD1/LOAD: 8192 words, one sample in the low byte of each (the high byte zero), about two seconds at 4 kHz (at 8 kHz it plays twice too fast) - from disk 066 beside 9.PRG; decodes to sound on the host",byte layout compared with 9.PRG/TLF.PRG 2026-09-06; decoded to WAV,1,dc13e5c6f5a2795d2726b0f9f5f25a8fae4afaad3ade8e75c127ec0919d9aec7
programs/covox/107.PR,107.PR,data,,,,,,,"107.PR - an 8-bit recording in the format of VLAD & ALEX's players LD1/LOAD: 8192 words, one sample in the low byte of each (the high byte zero), about two seconds at 4 kHz (at 8 kHz it plays twice too fast) - from disk 066 beside 9.PRG; decodes to sound on the host",byte layout compared with 9.PRG/TLF.PRG 2026-09-06; decoded to WAV,1,9ee2c3db482731f450d92491b83a61037b216c11a8c2ba5960a4c653e7220247
programs/covox/140.PR,140.PR,data,,,,,,,"140.PR - an 8-bit recording in the format of VLAD & ALEX's players LD1/LOAD: 8192 words, one sample in the low byte of each (the high byte zero), about two seconds at 4 kHz (at 8 kHz it plays twice too fast) - from disk 066 beside 9.PRG; decodes to sound on the host",byte layout compared with 9.PRG/TLF.PRG 2026-09-06; decoded to WAV,1,bf3a1affa7d4eef8a8d93d505fa4a4f980bc06d1dcd610dc41cd2168fd7f8d63
programs/covox/9.PRG,9.PRG,data,,,,,,,"An LD1/LOAD recording in the players' 8K-word format: 8192 words of one 8-bit sample each (high byte 0), about one second at 8 kHz, loud and clipped (23% of samples at 0/255); decoded on the host it is a recognizable sound. From Rodionov's 064/066, where the players live",decoded to WAV and listened to 2026-09-06,1,7c3ecd4fbab7dfe64eca1b14f85ffccf17c59cdce9d5205b03eafa2e1ecdc847
programs/covox/A,A,data,,,,,,,"A digital-audio recording in the VLAD & ALEX sampler format (SER4/LD1/LOAD): 32768 bytes = the 16K-word sample buffer, two 4-bit samples per byte (low nibble first), 65536 samples - about eight seconds at 8 kHz; decoded on the host it is a recognizable recording, not noise. On disk 056",decoded to WAV and listened to 2026-09-06,1,658cdb84f5d7a3acd8a0614069fa7ac84c51dc1a8dae8e69bbb61eb6588e013b
programs/covox/LD1.SAV,LD1.SAV,program,high-level (runtime library linked),text,en,ascii,ran,,"Player/manager of the VLAD & ALEX digital-audio family (same hardware layer as SER4: home-made ADC on the Centronics port, Covox-style 4-bit output on PPI 177542): menu Exit/Load/Save/Play/Delay, loads a recording by name, plays it at a chosen delay (=sample rate); 'Thanks for use our program!' on exit",strings + shared 157700/177540/177542 hardware code with SERV4.MAC,2,60a2142bf442b62c41596ce58989ed800cd1a209907c805eca76bbbf965083a6
programs/covox/LOAD.SAV,LOAD.SAV,program,high-level (runtime library linked),text,en,ascii,ran,,"Themed build of the VLAD & ALEX audio player: banners 'This is MUPPET SHOW !' and 'This is European Top Twenty !', 'Greatest hit played.' - someone sampled the Muppet Show intro and chart hits through the home-made ADC and played them back; Load-or-Play menu, writes loader.bin. The recordings themselves survive on no disk - only the player remembers them",strings + shared hardware layer with SER4/LD1,1,e87f61bb511a7c0611c815a125ed540ddfe9296dc37f5806831441855245eb81
programs/covox/SER4.BAK,SER4.BAK,data,,,en,ascii,,,"Earlier revision of SER4.PAS (program LOADER, the sampler's Pascal loader): the sample-conversion loop written differently (26 lines apart) - kept as the project's history",diff against the source 2026-09-06,2,b4279724f71ae43d73933a7c447874887f875e9dc895a0d8e8892cd30116e512
programs/covox/SER4.MAC,SER4.MAC,source,,,en,ascii,,,"The MACRO-11 text PAS1 produced from SER4.PAS - the compiled recorder before assembly (1232 lines, calls INP/OUT/SETUP/DISBL of the SERV4 hardware layer)",read 2026-09-06: PAS1 output form,1,f82b6f76ac912f5451866e07551318bc9c72c92f239eed9ebae158772a8d030a
programs/covox/SER4.OBJ,SER4.OBJ,object/library,,,en,ascii,,,"Object module of the SER4 recorder (its menu strings Loading… / Playing… / Save to file inside), LINKed with SERV4.OBJ into SER4.SAV",strings 2026-09-06,2,163eb2d6f750966d6cb0cf7f75fc27a9f242a02078f74cbeceb854e0e3f1d8ce
programs/covox/SER4.PAS,SER4.PAS,source,,,en,ascii,,,"Source of the «Sound Effect's Recorder»: program LOADER - load, save, play (a delay loop per sample, interrupts off while playing) and record through the external INP/OUT/SETUP of the MACRO layer; the 16K-word buffer and the 4-bit packing Convert/Reconvert",read 2026-09-05,1,681a31feda8b609be039f4e368af93054d8fd441851a9200291386da73770c0f
programs/covox/SER4.SAV,SER4.SAV,program,Pascal (source on the disks),text,en,ascii,ran,,"'VLAD & ALEX present: Sound Effect's Recorder version 2.0' - homebrew digital audio: samples 4-bit sound from a home-made ADC on the CENTRONICS printer port (hand-driven STROBE via 157700, data from 177540), plays back through the MS7007 PPI port B at 177542 as a Covox-style DAC, packs two samples per byte into a 16K-word buffer, with switchable table-based digital filtering (FLTON/FLTOFF). The whole development set survives: SER4.PAS loader, SER4.MAC + SERV4.MAC hardware layer, .OBJ",SER4.PAS/SERV4.MAC sources + the program's own title screen,2,511a20f620fbe0dc445fa09a2a65ff48124898a2750a00f4f1e0ab8ddbb3a4d9
programs/covox/SERV.MAC,SERV.MAC,source,,,en,ascii,,,"An earlier, shorter cut of the hardware layer (INP only, 61 lines): the byte input through the Centronics port, strobe bit-banged via 157700",read 2026-09-06,2,4b7bf71948ac8ac1c954d3b4c89a69acc3837ef377e2dd28db6b0af7516bd4dd
programs/covox/SERV4.MAC,SERV4.MAC,source,,,en,ascii,,,"The hardware layer of the recorder: DISBL/ENABL (processor priority via MFPS/MTPS), INP - a byte from the home-made ADC on the Centronics port (strobe through 157700, data from 177400), OUT - a sample to the MS7007 PPI port B 177542, SETUP",read 2026-09-05,3,486c84c53db574b9b555a45f1ae77c1b3009dc55105862ddc0ac136f97fc2a3a
programs/covox/SERV4.OBJ,SERV4.OBJ,object/library,,,,,,,Object module of SERV4.MAC,,3,596b85bf897bbc4aee9347c3df745a0cde11d336b400b37f7ea05326204a3fc9
programs/covox/SOUND4.BAS,SOUND4.BAS,source,,,en,ascii,,,"A little BASIC melody recorder: keys 1-7 play the seven notes of an octave (frequencies in DATA) and are remembered, 0 plays the tune back and saves it to ZWUK.MUZ, then reads it again",read 2026-09-06,1,4bfb9249f8ce4a85e7cff9b611b014cc1b508cf4d8b9dfa58f01c67ab1117f46
programs/covox/TLF.PRG,TLF.PRG,data,,,,,,,"An LD1/LOAD recording in the players' 8K-word format (8192 words of one 8-bit sample each), about one second; decoded on the host it is a recognizable sound (TLF - a telephone?). From Rodionov's 064/066",decoded to WAV and listened to 2026-09-06,2,10621a51f403b5fb06f515fa6d2a28e0d6fb8d1f4606eb41ed3e9378bf9984d5
programs/domnich/CALEND.PAS,CALEND.PAS,source,,,ru,koi8-r,,,"Source of the perpetual calendar, signed «Домнич А.В 16-06-94г.» in its header: prints any year 1583..5000 as a table three months wide (shmc=3) into an output file, Russian month names",read 2026-09-05,2,d891fc6363505b33d4ca41a02f6bacba3a3a7ca8a8878cd0268c6b19fc89ed39
programs/domnich/NEWTON.FOR,NEWTON.FOR,source,,,ru,koi8-r,,,"Newton's method for a system of nonlinear equations - «Решение системы» - in FORTRAN, header «13.05.94 Fortran/FODOS-2», «программист Домнич Александр»",read 2026-09-05,2,a58207d8f99564d3ddc2df32e276b042e1be2426e8dc7cf60027a0eb0aed0136
programs/domnich/UDAW.PAS,UDAW.PAS,source,,,ru,koi8-r,,,"Source of ПИТОН: the rules text («игра может быть полезна учащимся младших классов при изучении темы: гласные и согласные»), the snake driven by the cursor keys eating vowels vertically and consonants horizontally, and the self-check of the .SAV",read 2026-09-05,2,9fc29dee10332e018be656b398e772db8277a5bfa0c9eaeb9bdd8d77f4886fea
programs/games-basic/A.BAS,A.BAS,source,,,,,,,"Picture in IBM-PC-style BASIC (SCREEN 0, CIRCLE/LINE/PAINT): a cartoon head with two big round ears, eyes and a nose over a body, two rows of slanted strokes at the sides and a pedestal at the bottom - a still drawing, no interaction",read from the source 2026-09-05,2,f76dc1330530d4e90a00a6276a87d107df1f4d65bdecc7c3c8f5e7e01e3c0b07
programs/games-basic/ATAKA.BAS,ATAKA.BAS,source,,,ru,koi8-r,,,"FRAGMENT of an arcade game «ATAKA» (1 KB of a much longer listing - line numbers jump from 11 to 230 to 5500): a rules screen («КЛАВИШИ УПРАВЛЕНИЯ», «НАЖМИТЕ ПРОБЕЛ ДЛЯ ПРОДОЛЖЕНИЯ»), INKEY$ control, PUT-sprite graphics in SCREEN 3, DATA tables; too little survived to run",read from the source 2026-09-05,1,37e5019890fb9f82a905407c634229c236ee009892e6acf2233f08b16349aa08
programs/games-basic/BIZNES.BAS,BIZNES.BAS,source,,,ru+en,koi8-r,,,"«БИЗНЕС - экономическая игра» (Воронеж, 11.92): a Monopoly-style board game for 1-4 players (alone against the computer): 112 cells of firms - BBC, BOING, IBM, FORD, AUDI, SONY, MERSEDES-BENZ, CHRISTIAN DIOR... - bought for «cheques», rent to the owner, БАНК / ШАНС / КЛАД / вор! cells with 17 chance cards («вы разбили зеркало в ресторане», «ваш дядя умер и оставил кучу долгов»); ends with the «пьедестал почёта» and a high score kept on disk in BIZNES.DAT; E at the dice prompt ends the game",read from the source 2026-09-05,2,6f7ae2b05bf2bb6ac15923f654b5772b4e280f11048faebb599e9ca7b2eeaa53
programs/games-basic/EYES.BAS,EYES.BAS,source,,,,,,,"«Мигалка»: a hundred times flips the screen colours between two palettes (COLOR 0,2,7 / 0,1,7 with CLS) with two alternating SOUND tones - a strobe/siren effect",read from the source 2026-09-05,1,f1e2266ab392a45af04ecff0875b9f05cb9a30247038985c84ef6ec5cc6eb365
programs/games-basic/FOOTB2.BAS,FOOTB2.BAS,source,,,en,ascii,,,"Text football, Динамо vs Спартак: the ball is in one of zones 0-6, you enter the zone to move it to, the computer answers by chance - interception, a shot at goal from zone 6 («удар по воротам»), the keeper, «мазила», fouls with penalties («игра рукой / грубая игра - одиннадцатиметровый»), offside («судью на мыло»); first to 10 goals or 200 moves. This copy is a terminal capture (it begins with «.TY DX0:FOOT.BOL» - the program came from a machine with RX floppies) in KOI-7 transliteration",read from the source 2026-09-05,2,034a63e9fc6818582b07d26d6e2d86195bde55b84fca41823c10aabd302e3b1e
programs/games-basic/FOOTBO.BAS,FOOTBO.BAS,source,,,ru+en,koi8-r,,,"The same Динамо-Спартак text football as FOOTB2.BAS, partly re-typed with Cyrillic messages («мяч у 4», «удар по воротам», «мазила!! свободный удар», «судью на мыло!!!»)",read from the source 2026-09-05,1,a1a8ce7a4f285159c88c6570be641db57d69919fe8b29473e5d08b6c693cedd5
programs/games-basic/HANGMA.BAS,HANGMA.BAS,source,,,en,ascii,,,"Hangman («виселица») for two: one player types the secret word blind, the other guesses whole words; each miss draws a piece of the gallows and the man with LINE/CIRCLE, seven misses end with «Самоубийца!!!», a hit with «Поздравляю! Вы УГАДАЛИ слово!»",read from the source 2026-09-05,2,5badcdee1a5d64fb73b58b816b1e646d8f0edf91727e3586300d17e0080a5a9c
programs/games-basic/KORABL.BAS,KORABL.BAS,source,,,,,,,"«Кораблик»: draws a little ship - hull, mast, flag - with LINE and fills it with PAINT (IBM-PC-BASIC style, SCREEN 0); a still picture",read from the source 2026-09-05,3,d042fe84bc8b993b0f50b3ba13632c2c9ca261eabee4a7fb762027adfddca741
programs/games-basic/NONAME.BAS,NONAME.BAS,source,,,,,,,"Graphics-and-POKE experiment: draws a fan of points with PSET along rotating rays (J*SIN(A), J*COS(A)) while POKEing computed values into 65504/65507 (0o177740/177743) - an untitled test",read from the source 2026-09-05,2,6ab998870586c869b65dac813e4e052b1d40a748739bcd7ba5af8ffdb4feed04
programs/games-basic/OLIMP.BAS,OLIMP.BAS,source,,,en,ascii,,,"Three olympiad-style exercises in one file: reverse a typed phrase (runs to STOP); then, after the STOP, find the equal pair among ten numbers, and print a 3x3 matrix with row and column sums (PRINT USING)",read from the source 2026-09-05,2,fd48c0944ce2aa9b32e9ad0147ca9fb1ecc7227e7a02d8309b21cd6e6f9737d2
programs/games-basic/OTGADA.BAS,OTGADA.BAS,source,,,,,,,"«Отгадай»: the first player types five characters blind (INKEY$, no echo), the second guesses the word until it matches - «Вы угадали слово за n попыток»",read from the source 2026-09-05,2,f543327285920c22a03900f2d5402ca3fd99d1ca7ac636ec959e30f4a0d85c21
programs/games-basic/T6.BAS,T6.BAS,source,,,,,,,"Unfinished skeleton of a driving game: a menu (1-CHANGE SPEED, 2-START GAME, 3-CHANGE MILES), an 80x25 character field with two lane markers > <, a random wobble and a key handler - never reaches play",read from the source 2026-09-05,1,9b435cea6ef40f129cd29403ed07432a6d642a35dc935ae07bef4ffdbda5d9d0
programs/games-basic/TENNIS.BAS,TENNIS.BAS,source,,,ru,koi8-r,,,"BASIC Pong with sprites (TENNIS.SPT): your racket on the left is moved through the joystick port (PEEK(-158) = 177542, eight directions), the computer's racket on the right follows the ball, scores at the top corners, SOUND on every bounce and goal; unrelated to the assembler TEN.SAV",read from the source 2026-09-05,2,9a5af6fa993677b62881a4521b1cc3050a0092b5108b55bbf14d31dc1369c8a5
programs/games-basic/TENNIS.SPT,TENNIS.SPT,data,,,,,,,"Sprite table of TENNIS.BAS (SPRITE BLOAD): the ball, the rackets and the net as 8x8 patterns - 2560 bytes in the БЕЙСИК-ОМЕГА sprite-file layout (it carries the interpreter's own error strings)",bytes 2026-09-06,2,4f406425d80ef87f131bc750815887875bc93ae726e8bbe3303f9f9ead9d1752
programs/lyceum1/1003,1003,data,,,,,,,"A lab results sheet in the lyceum's format («работу выполняли ученики 10А класса», two pupils' names, then the table of t1, t2, P2, P1 and the error) - the same layout as the 10A….DAT files, written by the gas-law program ZAM",content read 2026-09-06,1,bef983996a8b20acc6e280ce8fe43d77b775dac44cd8aaf3f2f35bd9c9ddce20
programs/lyceum1/1003L.COM,1003L.COM,command file,,,,,,,"Startup command file of a lyceum lab station: SET TT QUIET, RUN ZASTL (the title screen), RUN ZAM (the gas-law lab program)",content read 2026-09-06,1,2d46e9bc454a7f8ec0d3a3b81c74be66a199f4bdd5a3faa5fe81a715e7f73b66
programs/lyceum1/10ALEN.DAT,10ALEN.DAT,data,,,,,,,"A results sheet the lyceum's gas-law lab program writes: «работу выполняли ученики 10А класса», the two pupils' names, then per experiment t1, t2, P2, P1 and the error («равенство выполняется с погрешностью…») - pair LEN",content read 2026-09-06,1,be2e4fabb73090545f5a79ed28e8b6d7c2cc353b51e56479cf9caa75707a35d2
programs/lyceum1/10APOR.DAT,10APOR.DAT,data,,,,,,,"A results sheet the lyceum's gas-law lab program writes: «работу выполняли ученики 10А класса», the two pupils' names, then per experiment t1, t2, P2, P1 and the error («равенство выполняется с погрешностью…») - pair POR",content read 2026-09-06,1,7606c488597d18d6cf42c9ca9f6d5cd8c8ad7b09aaf0cfb2db6372f936b3ab3e
programs/lyceum1/10APRG.DAT,10APRG.DAT,data,,,,,,,"A results sheet the lyceum's gas-law lab program writes: «работу выполняли ученики 10А класса», the two pupils' names, then per experiment t1, t2, P2, P1 and the error («равенство выполняется с погрешностью…») - pair PRG",content read 2026-09-06,1,2bb8683d47b57ae3a1a220cf20baf4ef46b3b3a0f54346d5b1e66e17154fe42f
programs/lyceum1/10ASRP.DAT,10ASRP.DAT,data,,,,,,,"A results sheet the lyceum's gas-law lab program writes: «работу выполняли ученики 10А класса», the two pupils' names, then per experiment t1, t2, P2, P1 and the error («равенство выполняется с погрешностью…») - pair SRP",content read 2026-09-06,1,42c8d8c7120e9bd876def143c78474c5445f347e9d97e3f69e8e9a39191a735d
programs/lyceum1/10AWAR.DAT,10AWAR.DAT,data,,,,,,,"A results sheet the lyceum's gas-law lab program writes: «работу выполняли ученики 10А класса», the two pupils' names, then per experiment t1, t2, P2, P1 and the error («равенство выполняется с погрешностью…») - pair WAR",content read 2026-09-06,1,308f1bc1cba6d8f442c24dbe5b28d2548ed7cfb883e192e41b982ea37940f758
programs/lyceum1/10AWAT.DAT,10AWAT.DAT,data,,,,,,,"A results sheet the lyceum's gas-law lab program writes: «работу выполняли ученики 10А класса», the two pupils' names, then per experiment t1, t2, P2, P1 and the error («равенство выполняется с погрешностью…») - pair WAT",content read 2026-09-06,1,729b1ec976eb8b4257b287c671d36cff3e8cd30cbce8a62e516579e5d86e12b6
